Donor,cell_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,202,1,0,1,0,0,,,,,,,,,,,,,
3,203,1,0,0,0,1,,,,,,,,,,,,,
3,204,1,1,1,1,,,,,,,,,,,,,,
3,205,0,0,0,0,,,,,,,,,,,,,,
3,206,1,,,,,,,,,,,,,,,,,
3,207,1,1,,,,,,,,,,,,,,,,
3,208,1,1,0,0,,,,,,,,,,,,,,
3,209,0,0,0,0,,,,,,,,,,,,,,
3,210,1,1,0,0,0,0,,,,,,,,,,,,
3,211,1,,,,,,,,,,,,,,,,,
3,212,1,1,0,0,,,,,,,,,,,,,,
3,213,1,0,,,,,,,,,,,,,,,,
3,214,1,1,1,0,,,,,,,,,,,,,,
3,215,1,1,,,,,,,,,,,,,,,,
3,216,0,0,0,,,,,,,,,,,,,,,
3,217,1,1,0,1,1,0,,,,,,,,,,,,
3,218,1,0,0,0,0,,,,,,,,,,,,,
3,219,1,0,1,0,0,0,0,0,0,0,0,,,,,,,
3,220,1,1,1,0,1,,,,,,,,,,,,,
3,221,1,1,1,1,1,0,0,0,,,,,,,,,,
3,222,1,,,,,,,,,,,,,,,,,
3,223,0,0,0,,,,,,,,,,,,,,,
3,224,1,1,1,1,0,1,0,,,,,,,,,,,
3,225,1,1,0,0,0,,,,,,,,,,,,,
3,226,1,0,0,0,,,,,,,,,,,,,,
3,227,1,1,1,0,0,,,,,,,,,,,,,
